"ACCOUNT_NUMBER","CARD_NUMBER","ACCOUNT_TYPE","CARD_TYPE","CARD_PROGRAM","CARD_STATUS","DATE_OPENED"
"0099878381               ","417763******5665","checking","Debit","417763","Active","12/13/2024"
"0099947418               ","521372******8046","checking","Debit","521372","Active","10/19/2025"
"0100223783               ","521372******4339","checking","Debit","521372","Active","5/19/2024"
"0100316744               ","521372******1104","checking","Debit","521372","Active","12/12/2017"
"0100888924               ","521372******5084","checking","Debit","521372","Active","1/12/2024"
"0100941459               ","521372******7721","checking","Debit","521372","Active","12/27/2025"
"0100948199               ","521372******2886","checking","Debit","521372","Active","12/9/2025"
"0101898476               ","417763******8536","checking","Debit","417763","Active","12/31/2024"
"0102599370               ","521372******0858","checking","Debit","521372","Active","9/2/2025"
"0102961455               ","521372******2498","checking","Debit","521372","Active","5/2/2024"
"0103271607               ","521372******4093","checking","Debit","521372","Active","3/2/2025"
"0104347703               ","521372******7502","checking","Debit","521372","Active","4/20/2019"
"0104654413               ","521372******2789","checking","Debit","521372","Active","10/21/2025"
"0104760129               ","417763******8338","checking","Debit","417763","Active","9/29/2024"
"0104825740               ","521372******7538","checking","Debit","521372","Active","11/15/2025"
"0105140776               ","521372******5801","checking","Debit","521372","Active","6/27/2024"
"0105505317               ","521372******9943","checking","Debit","521372","Active","1/22/2026"
"0105592240               ","521372******0854","checking","Debit","521372","Active","1/13/2024"
"0106030521               ","521372******1710","checking","Debit","521372","Active","6/10/2018"
"0106941743               ","521372******0405","checking","Debit","521372","Active","1/6/2024"
"0107029274               ","417763******2198","checking","Debit","417763","Active","12/27/2024"
"0107254443               ","521372******4585","checking","Debit","521372","Active","12/25/2025"
"0107386161               ","521372******9567","checking","Debit","521372","Active","7/24/2024"
"0107661407               ","521372******2185","checking","Debit","521372","Active","12/3/2025"
"0108698762               ","521372******1283","checking","Debit","521372","Active","3/26/2019"
"0108902693               ","521372******3339","checking","Debit","521372","Active","5/13/2024"
"0109494781               ","417763******4866","checking","Debit","417763","Active","12/20/2024"
"0109545863               ","417763******5041","checking","Debit","417763","Active","9/1/2024"
"0109826297               ","521372******7801","checking","Debit","521372","Active","7/1/2024"
"0110286515               ","521372******5628","checking","Debit","521372","Active","4/17/2024"
"0110683539               ","521372******9059","checking","Debit","521372","Active","5/7/2024"
"0111256566               ","521372******2359","checking","Debit","521372","Active","6/25/2024"
"0111933586               ","521372******7537","checking","Debit","521372","Active","1/1/2024"
"0112044938               ","521372******2530","checking","Debit","521372","Active","1/15/2019"
"0112349618               ","521372******8383","checking","Debit","521372","Active","6/23/2025"
"0112387105               ","521372******8609","checking","Debit","521372","Active","3/25/2024"
"0112911540               ","417763******5465","checking","Debit","417763","Active","12/20/2024"
"0113010789               ","521372******4499","checking","Debit","521372","Active","11/11/2025"
"0113172001               ","521372******2317","checking","Debit","521372","Active","9/6/2024"
"0113500250               ","521372******9375","checking","Debit","521372","Active","7/7/2024"
"0113603336               ","521372******2167","checking","Debit","521372","Active","1/22/2026"
"0113724595               ","417763******8842","checking","Debit","417763","Active","4/2/2026"
"0113792006               ","521372******6225","checking","Debit","521372","Active","6/10/2018"
"0114558794               ","521372******6585","checking","Debit","521372","Active","6/23/2024"
"0114636947               ","417763******5396","checking","Debit","417763","Active","1/8/2025"
"0114659113               ","521372******0782","checking","Debit","521372","Active","2/1/2026"
"0114661911               ","521372******4795","checking","Debit","521372","Active","10/16/2018"
"0115300154               ","521372******7729","checking","Debit","521372","Active","3/7/2024"
"0115464901               ","521372******3867","checking","Debit","521372","Active","1/3/2024"
"0115599227               ","521372******4847","checking","Debit","521372","Active","6/4/2025"
"0115768194               ","521372******3585","checking","Debit","521372","Blocked","1/5/2026"
"0115983066               ","521372******6193","checking","Debit","521372","Active","6/11/2024"
"0116023649               ","521372******5352","checking","Debit","521372","Active","12/18/2019"
"0116090275               ","521372******9767","checking","Debit","521372","Active","3/2/2024"
"0116106238               ","521372******3503","checking","Debit","521372","Active","8/24/2025"
"0116113176               ","521372******7255","checking","Debit","521372","Active","3/5/2025"
"0116185109               ","417763******1064","checking","Debit","417763","Active","1/7/2025"
"0116272105               ","521372******5841","checking","Debit","521372","Active","3/9/2025"
"0116556622               ","521372******3692","checking","Debit","521372","Active","3/4/2025"
"0116680471               ","521372******3826","checking","Debit","521372","Active","10/23/2025"
"0116686205               ","521372******3900","checking","Debit","521372","Active","1/24/2024"
"0116843152               ","417763******3254","checking","Debit","417763","Active","4/6/2026"
"0117066258               ","521372******5101","checking","Debit","521372","Active","12/12/2019"
"0117125401               ","521372******0352","checking","Debit","521372","Active","5/17/2024"
"0117683581               ","521372******8035","checking","Debit","521372","Active","3/4/2019"
"0117763490               ","521372******5087","checking","Debit","521372","Active","8/13/2023"
"0117864090               ","417763******2367","checking","Debit","417763","Active","7/31/2024"
"0118338201               ","521372******7243","checking","Debit","521372","Active","6/19/2024"
"0118391010               ","521372******4271","checking","Debit","521372","Active","4/15/2024"
"0118845668               ","521372******4617","checking","Debit","521372","Active","1/4/2024"
"0118887470               ","417763******7908","checking","Debit","417763","Active","7/20/2024"
"0118939628               ","521372******0615","checking","Debit","521372","Active","11/18/2025"
"0119206928               ","521372******7343","checking","Debit","521372","Active","11/30/2025"
"0119405942               ","521372******1140","checking","Debit","521372","Active","3/29/2024"
